Bat_specie,Plan_genus,Latitude,Longitude,Reference
Carollia_brevicauda,Piper,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_perspicillata,Piper,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_lilium,Piper,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Rollinia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Mesophylla_macconnelli,Solanaceae,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_lilium,Solanaceae,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_perspicillata,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Enchisthenes_hartii,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_lilium,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_infuscus,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Uroderma_bilobatum,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_erythromos,Solanum,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Vismia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Artibeus_glaucus,Xanthosoma,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Xanthosoma,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_perspicillata,Cecropia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Rhinophylla_pumilio,Cecropia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Phylloderma_stenops,Passiflora,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_perspicillata,Piper,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_brevicauda,Piper,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Vampyriscus_bidens,Piper,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Rhinophylla_pumilio,Piper,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_perspicillata,Solanum,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Lophostoma_silvicolum_laephotis,Solanum,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Sturnira_tildae,Solanum,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Sturnira_lilium,Solanum,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_brevicauda,Solanum,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Rhinophylla_pumilio,Trema,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_cinereus,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_concolor,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Lophostoma_silvicolum_laephotis,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Chrotopterus_auritus,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_lituratus,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_perspicillata,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Rhinophylla_pumilio,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Sturnira_tildae,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_brevicauda,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Tonatia_saurophila,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Sturnira_lilium,Vismia,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_concolor,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Mesophylla_macconnelli,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_lituratus,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_perspicillata,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Vampyriscus_bidens,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Sturnira_tildae,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Carollia_brevicauda,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Phyllostomus_discolor,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Chiroderma_trinitatum,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Glossophaga_soricina,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Sturnira_lilium,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Rhinophylla_pumilio,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_gnomus,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Tonatia_saurophila,X,-2.4,-59.88,"6. Bernard, E. (2002). Diet, activity and reproduction of bat species (Mammalia, Chiroptera) in Central Amazonia, Brazil. Revista Brasileira de Zoologia, 19:173-188"
Artibeus_fimbriatus,Cecropia,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_lituratus,Cecropia,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Carollia_perspicillata,Cecropia,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Carollia_perspicillata,Ficus,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_fimbriatus,Ficus,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_lituratus,Ficus,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Vampyressa_pusilla,Ficus,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_jamaicensis,Maclura,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_lituratus,Maclura,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Carollia_perspicillata,Maclura,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_fimbriatus,Maclura,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Sturnira_lilium,Passiifloraceae,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_fimbriatus,Piper,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Artibeus_lituratus,Piper,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Carollia_perspicillata,Piper,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Vampyressa_pusilla,Piper,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
Sturnira_lilium,Piper,-23.9166,-51.95,"7. Biaconi, G. (2009). Morcegos frugívoros no uso do hábitat fragmentado e seu potencial para recuperação de áreas degradasas. Instituto de Biociências (PhD dissertation)"
